time,open,high,low,close
2024-01-02T04:07:00+00:00,2406.76,2406.82,2406.55,2406.62
2024-01-02T04:08:00+00:00,2406.62,2406.81,2406.51,2406.72
2024-01-02T04:09:00+00:00,2406.72,2406.76,2406.21,2406.48
2024-01-02T04:10:00+00:00,2406.48,2406.66,2406.2,2406.25
2024-01-02T04:11:00+00:00,2406.25,2406.56,2406.23,2406.54
2024-01-02T04:12:00+00:00,2406.54,2406.71,2406.38,2406.57
2024-01-02T04:13:00+00:00,2406.57,2406.6,2404.16,2404.26
2024-01-02T04:14:00+00:00,2404.26,2404.91,2404.13,2404.7
2024-01-02T04:15:00+00:00,2404.7,2404.7,2404.02,2404.12
2024-01-02T04:16:00+00:00,2404.12,2404.56,2403.98,2404.53
2024-01-02T04:17:00+00:00,2404.53,2404.64,2404.35,2404.36
2024-01-02T04:18:00+00:00,2404.36,2404.85,2404.33,2404.84
2024-01-02T04:19:00+00:00,2404.84,2405.01,2404.72,2404.92
2024-01-02T04:20:00+00:00,2404.92,2405.72,2404.91,2405.62
2024-01-02T04:21:00+00:00,2405.62,2406.06,2405.58,2406.06
2024-01-02T04:22:00+00:00,2406.06,2406.68,2406.06,2406.65
2024-01-02T04:23:00+00:00,2406.65,2406.91,2406.52,2406.68
2024-01-02T04:24:00+00:00,2406.68,2407.08,2406.63,2407.0
2024-01-02T04:25:00+00:00,2407.0,2407.13,2406.41,2406.48
2024-01-02T04:26:00+00:00,2406.48,2406.51,2405.81,2405.87
2024-01-02T04:27:00+00:00,2405.87,2406.19,2405.78,2406.1
2024-01-02T04:28:00+00:00,2406.1,2406.1,2405.94,2405.96
2024-01-02T04:29:00+00:00,2405.96,2406.03,2405.64,2405.83
2024-01-02T04:30:00+00:00,2405.83,2405.86,2405.25,2405.26
2024-01-02T04:31:00+00:00,2405.26,2405.31,2405.0,2405.03
2024-01-02T04:32:00+00:00,2405.03,2405.23,2404.7,2404.8
2024-01-02T04:33:00+00:00,2404.8,2404.82,2404.21,2404.44
2024-01-02T04:34:00+00:00,2404.44,2404.5,2404.41,2404.48
2024-01-02T04:35:00+00:00,2404.48,2404.5,2404.22,2404.37
2024-01-02T04:36:00+00:00,2404.37,2404.41,2404.21,2404.27
2024-01-02T04:37:00+00:00,2404.27,2404.4,2403.18,2403.24
2024-01-02T04:38:00+00:00,2403.24,2403.27,2402.66,2402.8
2024-01-02T04:39:00+00:00,2402.8,2402.87,2402.78,2402.81
2024-01-02T04:40:00+00:00,2402.81,2403.09,2402.71,2402.92
2024-01-02T04:41:00+00:00,2402.92,2403.16,2402.89,2403.09
2024-01-02T04:42:00+00:00,2403.09,2403.14,2402.61,2402.85
2024-01-02T04:43:00+00:00,2402.85,2402.97,2402.63,2402.67
2024-01-02T04:44:00+00:00,2402.67,2403.11,2402.59,2403.1
2024-01-02T04:45:00+00:00,2403.1,2403.67,2403.04,2403.39
2024-01-02T04:46:00+00:00,2403.39,2403.44,2403.31,2403.36
2024-01-02T04:47:00+00:00,2403.36,2403.69,2403.32,2403.56
2024-01-02T04:48:00+00:00,2403.56,2403.61,2403.48,2403.52
2024-01-02T04:49:00+00:00,2403.52,2403.69,2403.4,2403.58
2024-01-02T04:50:00+00:00,2403.58,2403.91,2403.56,2403.84
2024-01-02T04:51:00+00:00,2403.84,2403.86,2403.65,2403.76
2024-01-02T04:52:00+00:00,2403.76,2403.79,2403.34,2403.38
2024-01-02T04:53:00+00:00,2403.38,2403.41,2403.15,2403.23
2024-01-02T04:54:00+00:00,2403.23,2403.33,2403.02,2403.16
2024-01-02T04:55:00+00:00,2403.16,2403.48,2403.09,2403.44
2024-01-02T04:56:00+00:00,2403.44,2403.57,2402.75,2402.92
2024-01-02T04:57:00+00:00,2402.92,2403.2,2402.75,2403.17
2024-01-02T04:58:00+00:00,2403.17,2403.25,2403.13,2403.14
2024-01-02T04:59:00+00:00,2403.14,2403.21,2402.88,2403.14
2024-01-02T05:00:00+00:00,2403.14,2403.47,2403.03,2403.4
2024-01-02T05:01:00+00:00,2403.4,2403.42,2402.58,2402.77
2024-01-02T05:02:00+00:00,2402.77,2403.22,2402.69,2403.21
2024-01-02T05:03:00+00:00,2403.21,2403.92,2403.11,2403.76
2024-01-02T05:04:00+00:00,2403.76,2404.49,2403.62,2404.48
2024-01-02T05:05:00+00:00,2404.48,2404.49,2404.18,2404.3
2024-01-02T05:06:00+00:00,2404.3,2404.42,2403.8,2403.97
2024-01-02T05:07:00+00:00,2403.97,2404.4,2403.92,2404.34
2024-01-02T05:08:00+00:00,2404.34,2404.44,2404.01,2404.03
2024-01-02T05:09:00+00:00,2404.03,2404.05,2403.95,2404.03
2024-01-02T05:10:00+00:00,2404.03,2404.07,2403.98,2404.06
2024-01-02T05:11:00+00:00,2404.06,2404.59,2404.02,2404.43
2024-01-02T05:12:00+00:00,2404.43,2404.92,2404.4,2404.76
2024-01-02T05:13:00+00:00,2404.76,2404.82,2404.36,2404.39
2024-01-02T05:14:00+00:00,2404.39,2404.41,2404.21,2404.35
2024-01-02T05:15:00+00:00,2404.35,2404.44,2404.09,2404.21
2024-01-02T05:16:00+00:00,2404.21,2404.85,2404.14,2404.75
2024-01-02T05:17:00+00:00,2404.75,2404.87,2404.66,2404.78
2024-01-02T05:18:00+00:00,2404.78,2404.81,2404.55,2404.67
2024-01-02T05:19:00+00:00,2404.67,2404.89,2404.53,2404.78
2024-01-02T05:20:00+00:00,2404.78,2405.02,2404.75,2404.99
2024-01-02T05:21:00+00:00,2404.99,2405.5,2404.99,2405.49
2024-01-02T05:22:00+00:00,2405.49,2405.53,2405.1,2405.14
2024-01-02T05:23:00+00:00,2405.14,2405.55,2405.06,2405.45
2024-01-02T05:24:00+00:00,2405.45,2405.52,2405.27,2405.28
2024-01-02T05:25:00+00:00,2405.28,2405.28,2404.81,2404.87
2024-01-02T05:26:00+00:00,2404.87,2405.24,2404.83,2405.18
2024-01-02T05:27:00+00:00,2405.18,2405.84,2404.99,2405.73
2024-01-02T05:28:00+00:00,2405.73,2406.22,2405.66,2406.21
2024-01-02T05:29:00+00:00,2406.21,2406.39,2406.08,2406.39
2024-01-02T05:30:00+00:00,2406.39,2406.44,2406.29,2406.31
2024-01-02T05:31:00+00:00,2406.31,2406.42,2406.14,2406.23
2024-01-02T05:32:00+00:00,2406.23,2406.26,2405.91,2405.91
2024-01-02T05:33:00+00:00,2405.91,2406.26,2405.87,2406.05
2024-01-02T05:34:00+00:00,2406.05,2406.6,2405.97,2406.56
2024-01-02T05:35:00+00:00,2406.56,2406.71,2406.53,2406.64
2024-01-02T05:36:00+00:00,2406.64,2406.79,2406.53,2406.73
2024-01-02T05:37:00+00:00,2406.73,2406.96,2406.55,2406.58
2024-01-02T05:38:00+00:00,2406.58,2406.64,2406.19,2406.22
2024-01-02T05:39:00+00:00,2406.22,2406.86,2406.12,2406.76
2024-01-02T05:40:00+00:00,2406.76,2406.85,2406.45,2406.65
2024-01-02T05:41:00+00:00,2406.65,2406.78,2406.53,2406.57
2024-01-02T05:42:00+00:00,2406.57,2406.67,2406.23,2406.26
2024-01-02T05:43:00+00:00,2406.26,2406.6,2406.17,2406.46
2024-01-02T05:44:00+00:00,2406.46,2406.54,2406.33,2406.46
2024-01-02T05:45:00+00:00,2406.46,2406.59,2405.83,2405.9
2024-01-02T05:46:00+00:00,2405.9,2406.02,2405.85,2405.93
2024-01-02T05:47:00+00:00,2405.93,2406.06,2405.32,2405.37
2024-01-02T05:48:00+00:00,2405.37,2405.71,2405.2,2405.65
2024-01-02T05:49:00+00:00,2405.65,2405.72,2404.97,2405.0
2024-01-02T05:50:00+00:00,2405.0,2405.81,2404.86,2405.63
2024-01-02T05:51:00+00:00,2405.63,2405.73,2405.4,2405.51
2024-01-02T05:52:00+00:00,2405.51,2405.58,2405.38,2405.54
2024-01-02T05:53:00+00:00,2405.54,2405.69,2405.25,2405.31
2024-01-02T05:54:00+00:00,2405.31,2405.33,2404.56,2404.57
2024-01-02T05:55:00+00:00,2404.57,2404.89,2404.28,2404.77
2024-01-02T05:56:00+00:00,2404.77,2404.79,2404.51,2404.58
2024-01-02T05:57:00+00:00,2404.58,2404.96,2404.4,2404.95
2024-01-02T05:58:00+00:00,2404.95,2405.02,2404.6,2404.77
2024-01-02T05:59:00+00:00,2404.77,2404.8,2404.27,2404.47
2024-01-02T06:00:00+00:00,2404.47,2404.92,2404.33,2404.61
2024-01-02T06:01:00+00:00,2404.61,2404.68,2404.31,2404.46
2024-01-02T06:02:00+00:00,2404.46,2404.5,2404.03,2404.06
2024-01-02T06:03:00+00:00,2404.06,2404.21,2403.93,2404.1
2024-01-02T06:04:00+00:00,2404.1,2404.34,2404.02,2404.3
2024-01-02T06:05:00+00:00,2404.3,2404.44,2403.53,2403.63
2024-01-02T06:06:00+00:00,2403.63,2404.01,2403.55,2403.94
2024-01-02T06:07:00+00:00,2403.94,2404.41,2403.8,2404.24
2024-01-02T06:08:00+00:00,2404.24,2404.3,2404.07,2404.1
2024-01-02T06:09:00+00:00,2404.1,2404.25,2403.92,2404.22
2024-01-02T06:10:00+00:00,2404.22,2404.34,2404.1,2404.21
2024-01-02T06:11:00+00:00,2404.21,2404.73,2404.15,2404.61
2024-01-02T06:12:00+00:00,2404.61,2404.83,2404.58,2404.79
2024-01-02T06:13:00+00:00,2404.79,2404.85,2404.07,2404.23
2024-01-02T06:14:00+00:00,2404.23,2404.65,2404.15,2404.59
2024-01-02T06:15:00+00:00,2404.59,2404.6,2404.37,2404.44
2024-01-02T06:16:00+00:00,2404.44,2404.77,2404.32,2404.54
